user_id,enhanced_segment,financial_category,primary_recommendation,secondary_recommendation,tertiary_recommendation,financial_priorities,urgency_flags,strategy,credit_score,dti_ratio,financial_health_score,engagement_score
user_010,Debt_Management_Priority,High DTI,insights,improve,drivescore,"URGENT_DTI_REDUCTION, Credit_Repair, Debt_Reduction",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 73.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",614,0.73,0.54323526,0.4492
user_011,Debt_Management_Priority,High DTI,drivescore,improve,insights,"URGENT_DTI_REDUCTION, Credit_Repair, Debt_Reduction, Debt_Consolidation",HIGH_DEBT_BURDEN,"🚨 CRITICAL: DTI 106.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",591,1.06,0.44883397,0.5775999999999999
user_012,Debt_Management_Priority,High DTI,insights,improve,drivescore,"URGENT_DTI_REDUCTION, Wealth_Building, Homeownership_Ready",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 36.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",811,0.36,0.74799898,0.70905
user_013,Growth_Focused,Good,loans,insights,protect,Homeownership_Ready,STABLE_FINANCIAL_POSITION,Provide growth-oriented financial content with moderate complexity. Focus on building wealth and improving financial position. Current DTI: 0.33.,921,0.33,0.76468994,0.5726500000000001
user_014,Debt_Management_Priority,High DTI,improve,insights,loans,"URGENT_DTI_REDUCTION, Credit_Repair, Debt_Reduction, Payment_Management, Debt_Consolidation","HIGH_DEBT_BURDEN, CRITICAL_CREDIT_SCORE","🚨 CRITICAL: DTI 112.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",359,1.12,0.363508995,0.68355
user_015,Mainstream,Good,improve,insights,loans,"Legal_Financial_Issues, Wealth_Building, Homeownership_Ready",LEGAL_ACTION,Provide balanced financial content for users with decent financial health. Focus on practical advice and gradual improvement. Build on solid financial foundation.,800,0.0,0.74360622,0.4331
user_016,Debt_Management_Priority,High DTI,insights,improve,drivescore,URGENT_DTI_REDUCTION,STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 43.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",898,0.43,0.741874045,0.49115
user_017,Premium_Engaged,Excellent,protect,loans,credit_cards,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,Offer premium wealth management and investment content. Focus on portfolio optimization and advanced financial strategies. Credit score: 954.,954,0.27,0.822549785,0.5738000000000001
user_018,Debt_Management_Priority,High DTI,improve,insights,drivescore,"URGENT_DTI_REDUCTION, Debt_Reduction",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 70.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",683,0.7,0.5933736150000001,0.5504
user_019,Debt_Management_Priority,High DTI,improve,insights,loans,"URGENT_DTI_REDUCTION, Homeownership_Ready",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 42.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",800,0.42,0.66982985,0.47445
user_020,Debt_Management_Priority,High DTI,insights,improve,drivescore,"URGENT_DTI_REDUCTION, Debt_Reduction, Homeownership_Ready",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 70.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",732,0.7,0.635812185,0.45145
user_021,Premium_Engaged,Excellent,drivescore,protect,improve,Wealth_Building,STABLE_FINANCIAL_POSITION,Offer premium wealth management and investment content. Focus on portfolio optimization and advanced financial strategies. Credit score: 972.,972,0.19,0.850566955,0.67235
user_022,Debt_Management_Priority,High DTI,improve,insights,drivescore,"URGENT_DTI_REDUCTION, Credit_Repair, Payment_Management, Legal_Financial_Issues","CRITICAL_CREDIT_SCORE, LEGAL_ACTION","🚨 CRITICAL: DTI 50.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",419,0.5,0.40947465499999997,0.44055
user_023,Mainstream,Good,credit_cards,loans,drivescore,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,Provide balanced financial content for users with decent financial health. Focus on practical advice and gradual improvement. Build on solid financial foundation.,810,0.3,0.71835674,0.42675
user_024,Debt_Management_Priority,High DTI,improve,insights,drivescore,URGENT_DTI_REDUCTION,STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 49.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",878,0.49,0.7270447899999999,0.5186999999999999
user_025,Debt_Management_Priority,High DTI,improve,drivescore,protect,"URGENT_DTI_REDUCTION, Legal_Financial_Issues",LEGAL_ACTION,"🚨 CRITICAL: DTI 36.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",761,0.36,0.61721773,0.5316
user_026,Mainstream,Good,loans,insights,improve,"Payment_Management, Wealth_Building, Homeownership_Ready",STABLE_FINANCIAL_POSITION,Provide balanced financial content for users with decent financial health. Focus on practical advice and gradual improvement. Build on solid financial foundation.,714,0.18,0.721042585,0.38160000000000005
user_027,Growth_Focused,Good,improve,insights,protect,Homeownership_Ready,STABLE_FINANCIAL_POSITION,Provide growth-oriented financial content with moderate complexity. Focus on building wealth and improving financial position. Current DTI: 0.31.,925,0.31,0.772289455,0.5765
user_028,Debt_Management_Priority,High DTI,improve,insights,protect,"URGENT_DTI_REDUCTION, Credit_Repair, Legal_Financial_Issues",LEGAL_ACTION,"🚨 CRITICAL: DTI 51.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",601,0.51,0.49768472999999996,0.6344000000000001
user_029,Growth_Focused,Good,credit_cards,protect,insights,"Wealth_Building, Homeownership_Ready",STABLE_FINANCIAL_POSITION,Provide growth-oriented financial content with moderate complexity. Focus on building wealth and improving financial position. Current DTI: 0.21.,864,0.21,0.771152615,0.5594
user_030,Mainstream,Good,credit_cards,improve,protect,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,Provide balanced financial content for users with decent financial health. Focus on practical advice and gradual improvement. Build on solid financial foundation.,856,0.27,0.7617260950000001,0.4236
user_031,Debt_Management_Priority,High DTI,insights,drivescore,improve,"URGENT_DTI_REDUCTION, Homeownership_Ready",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 54.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",772,0.54,0.65607181,0.5753999999999999
user_032,Mainstream,Good,improve,insights,credit_cards,Homeownership_Ready,STABLE_FINANCIAL_POSITION,Provide balanced financial content for users with decent financial health. Focus on practical advice and gradual improvement. Build on solid financial foundation.,941,0.27,0.799098955,0.34725
user_033,Premium_Engaged,Excellent,loans,improve,drivescore,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,Offer premium wealth management and investment content. Focus on portfolio optimization and advanced financial strategies. Credit score: 900.,900,0.19,0.8215125900000001,0.5025999999999999
user_034,Debt_Management_Priority,High DTI,improve,insights,drivescore,"URGENT_DTI_REDUCTION, Homeownership_Ready",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 38.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",919,0.38,0.744120255,0.5219499999999999
user_035,Premium_Engaged,Excellent,improve,protect,loans,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,Offer premium wealth management and investment content. Focus on portfolio optimization and advanced financial strategies. Credit score: 917.,917,0.16,0.812381625,0.55905
user_036,Debt_Management_Priority,High DTI,insights,loans,protect,"URGENT_DTI_REDUCTION, Debt_Reduction",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 69.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",680,0.69,0.57762998,0.32075
user_037,Premium_Moderate,Excellent,drivescore,improve,insights,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,Offer premium content with clear value propositions. Balance wealth building with practical financial advice. Leverage high financial health score: 0.90.,1000,0.09,0.895772245,0.49085
user_038,Debt_Management_Priority,High DTI,improve,insights,drivescore,"URGENT_DTI_REDUCTION, Homeownership_Ready",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 59.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",668,0.59,0.60514361,0.43715
user_039,Debt_Management_Priority,High DTI,improve,drivescore,loans,URGENT_DTI_REDUCTION,STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 51.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",876,0.51,0.72008825,0.42390000000000005
user_040,Growth_Focused,Good,loans,credit_cards,insights,Homeownership_Ready,STABLE_FINANCIAL_POSITION,Provide growth-oriented financial content with moderate complexity. Focus on building wealth and improving financial position. Current DTI: 0.30.,944,0.3,0.765008795,0.565
user_041,Debt_Management_Priority,High DTI,improve,insights,drivescore,"URGENT_DTI_REDUCTION, Credit_Repair, Payment_Management",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 54.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",595,0.54,0.5627281249999999,0.49695
user_042,Growth_Focused,Good,loans,improve,insights,"Wealth_Building, Homeownership_Ready",STABLE_FINANCIAL_POSITION,Provide growth-oriented financial content with moderate complexity. Focus on building wealth and improving financial position. Current DTI: 0.28.,845,0.28,0.74758525,0.51125
user_043,Debt_Management_Priority,High DTI,improve,drivescore,protect,"URGENT_DTI_REDUCTION, Legal_Financial_Issues",LEGAL_ACTION,"🚨 CRITICAL: DTI 36.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",745,0.36,0.645062295,0.31320000000000003
user_044,Debt_Management_Priority,High DTI,drivescore,insights,protect,"URGENT_DTI_REDUCTION, Debt_Reduction, Debt_Consolidation",HIGH_DEBT_BURDEN,"🚨 CRITICAL: DTI 87.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",746,0.87,0.54205262,0.60345
user_045,Premium_Engaged,Excellent,credit_cards,protect,drivescore,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,Offer premium wealth management and investment content. Focus on portfolio optimization and advanced financial strategies. Credit score: 952.,952,0.29,0.81366756,0.57265
user_046,Debt_Management_Priority,High DTI,improve,drivescore,protect,"URGENT_DTI_REDUCTION, Homeownership_Ready",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 54.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",754,0.54,0.660709,0.46675
user_047,Growth_Focused,Good,insights,drivescore,loans,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,Provide growth-oriented financial content with moderate complexity. Focus on building wealth and improving financial position. Current DTI: 0.28.,797,0.28,0.735754315,0.5031
user_048,Growth_Focused,Good,insights,drivescore,credit_cards,"Wealth_Building, Homeownership_Ready",STABLE_FINANCIAL_POSITION,Provide growth-oriented financial content with moderate complexity. Focus on building wealth and improving financial position. Current DTI: 0.27.,864,0.27,0.76744388,0.5810500000000001
user_049,Mainstream,Good,protect,credit_cards,improve,Homeownership_Ready,STABLE_FINANCIAL_POSITION,Provide balanced financial content for users with decent financial health. Focus on practical advice and gradual improvement. Build on solid financial foundation.,771,0.29,0.6989258099999999,0.46329999999999993
user_050,Debt_Management_Priority,High DTI,improve,drivescore,loans,"URGENT_DTI_REDUCTION, Homeownership_Ready",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 47.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",751,0.47,0.6880376,0.42715
user_051,Debt_Management_Priority,High DTI,improve,protect,drivescore,"URGENT_DTI_REDUCTION, Credit_Repair, Debt_Reduction, Payment_Management",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 78.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",524,0.78,0.45025691,0.35005
user_052,Debt_Management_Priority,High DTI,improve,insights,protect,"URGENT_DTI_REDUCTION, Homeownership_Ready",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 51.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",763,0.51,0.66841288,0.6532499999999999
user_053,Growth_Focused,Good,improve,credit_cards,drivescore,Homeownership_Ready,STABLE_FINANCIAL_POSITION,Provide growth-oriented financial content with moderate complexity. Focus on building wealth and improving financial position. Current DTI: 0.31.,932,0.31,0.767366935,0.6658
user_054,Debt_Management_Priority,High DTI,improve,insights,drivescore,"URGENT_DTI_REDUCTION, Homeownership_Ready",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 44.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",876,0.44,0.722970335,0.5047499999999999
user_055,Premium_Moderate,Excellent,protect,credit_cards,improve,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,Offer premium content with clear value propositions. Balance wealth building with practical financial advice. Leverage high financial health score: 0.82.,898,0.2,0.8174006300000001,0.38855000000000006
user_056,Debt_Management_Priority,High DTI,insights,drivescore,protect,"URGENT_DTI_REDUCTION, Homeownership_Ready",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 59.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",819,0.59,0.6640113449999999,0.7236499999999999
user_057,Debt_Management_Priority,High DTI,insights,improve,drivescore,"URGENT_DTI_REDUCTION, Debt_Reduction, Debt_Consolidation",HIGH_DEBT_BURDEN,"🚨 CRITICAL: DTI 82.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",697,0.82,0.5526721,0.55385
user_058,Debt_Management_Priority,High DTI,improve,insights,drivescore,URGENT_DTI_REDUCTION,STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 46.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",806,0.46,0.695910475,0.55905
user_059,Debt_Management_Priority,High DTI,improve,insights,protect,"URGENT_DTI_REDUCTION, Homeownership_Ready",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 37.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",830,0.37,0.734976795,0.5244
user_060,Debt_Management_Priority,High DTI,insights,improve,protect,"URGENT_DTI_REDUCTION, Wealth_Building",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 55.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",829,0.55,0.73791066,0.5333
user_061,Premium_Engaged,Excellent,insights,protect,credit_cards,Homeownership_Ready,STABLE_FINANCIAL_POSITION,Offer premium wealth management and investment content. Focus on portfolio optimization and advanced financial strategies. Credit score: 920.,920,0.0,0.835836205,0.5493
user_062,Growth_Focused,Good,improve,insights,protect,"Payment_Management, Homeownership_Ready",STABLE_FINANCIAL_POSITION,Provide growth-oriented financial content with moderate complexity. Focus on building wealth and improving financial position. Current DTI: 0.00.,760,0.0,0.729255365,0.62815
user_063,Debt_Management_Priority,High DTI,insights,drivescore,protect,"URGENT_DTI_REDUCTION, Debt_Reduction, Debt_Consolidation",HIGH_DEBT_BURDEN,"🚨 CRITICAL: DTI 89.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",747,0.89,0.609983735,0.54295
user_064,Debt_Management_Priority,High DTI,improve,drivescore,insights,"URGENT_DTI_REDUCTION, Debt_Reduction",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 64.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",697,0.64,0.56815666,0.38260000000000005
user_065,Debt_Management_Priority,High DTI,improve,insights,drivescore,"URGENT_DTI_REDUCTION, Wealth_Building",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 35.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",917,0.35,0.826098125,0.47335
user_066,Debt_Management_Priority,High DTI,improve,insights,drivescore,"URGENT_DTI_REDUCTION, Debt_Reduction",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 77.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",781,0.77,0.646062965,0.4682
user_067,Debt_Management_Priority,High DTI,improve,insights,drivescore,"URGENT_DTI_REDUCTION, Wealth_Building, Homeownership_Ready",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 40.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",899,0.4,0.765636,0.53715
user_068,Debt_Management_Priority,High DTI,insights,drivescore,protect,"URGENT_DTI_REDUCTION, Legal_Financial_Issues",LEGAL_ACTION,"🚨 CRITICAL: DTI 60.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",683,0.6,0.52799593,0.3462
user_069,Debt_Management_Priority,High DTI,improve,drivescore,insights,"URGENT_DTI_REDUCTION, Credit_Repair, Legal_Financial_Issues",LEGAL_ACTION,"🚨 CRITICAL: DTI 42.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",529,0.42,0.531083685,0.5853999999999999
user_070,Debt_Management_Priority,High DTI,improve,drivescore,protect,URGENT_DTI_REDUCTION,STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 57.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",772,0.57,0.6595919950000001,0.5142
user_071,Debt_Management_Priority,High DTI,insights,improve,drivescore,"URGENT_DTI_REDUCTION, Homeownership_Ready",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 45.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",857,0.45,0.72597508,0.5358499999999999
user_072,Debt_Management_Priority,High DTI,improve,insights,drivescore,"URGENT_DTI_REDUCTION, Debt_Reduction, Debt_Consolidation",HIGH_DEBT_BURDEN,"🚨 CRITICAL: DTI 96.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",718,0.96,0.5328545800000001,0.43834999999999996
user_073,Debt_Management_Priority,High DTI,insights,improve,protect,"URGENT_DTI_REDUCTION, Homeownership_Ready",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 37.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",832,0.37,0.733537485,0.6409
user_074,Debt_Management_Priority,High DTI,insights,improve,drivescore,"URGENT_DTI_REDUCTION, Homeownership_Ready",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 38.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",920,0.38,0.7645566500000001,0.47945
user_075,Premium_Moderate,Excellent,protect,improve,insights,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,Offer premium content with clear value propositions. Balance wealth building with practical financial advice. Leverage high financial health score: 0.87.,977,0.18,0.867242725,0.4315
user_076,Premium_Moderate,Excellent,insights,drivescore,protect,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,Offer premium content with clear value propositions. Balance wealth building with practical financial advice. Leverage high financial health score: 0.88.,940,0.0,0.8829033700000001,0.45155
user_077,Growth_Focused,Good,credit_cards,protect,insights,"Payment_Management, Wealth_Building",STABLE_FINANCIAL_POSITION,Provide growth-oriented financial content with moderate complexity. Focus on building wealth and improving financial position. Current DTI: 0.27.,711,0.27,0.70739891,0.56005
user_078,Debt_Management_Priority,High DTI,insights,improve,drivescore,"URGENT_DTI_REDUCTION, Credit_Repair, Debt_Reduction, Debt_Consolidation",HIGH_DEBT_BURDEN,"🚨 CRITICAL: DTI 84.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",604,0.84,0.5092133050000001,0.4678
user_079,Premium_Moderate,Excellent,drivescore,credit_cards,improve,Wealth_Building,STABLE_FINANCIAL_POSITION,Offer premium content with clear value propositions. Balance wealth building with practical financial advice. Leverage high financial health score: 0.81.,833,0.1,0.80808523,0.35764999999999997
user_080,Debt_Management_Priority,High DTI,insights,improve,drivescore,URGENT_DTI_REDUCTION,STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 46.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",857,0.46,0.745030855,0.3681
user_081,Growth_Focused,Good,insights,improve,drivescore,"Payment_Management, Homeownership_Ready",STABLE_FINANCIAL_POSITION,Provide growth-oriented financial content with moderate complexity. Focus on building wealth and improving financial position. Current DTI: 0.27.,697,0.27,0.6870718299999999,0.54555
user_082,Debt_Management_Priority,High DTI,insights,drivescore,protect,URGENT_DTI_REDUCTION,STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 49.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",765,0.49,0.698017855,0.3021
user_083,Debt_Management_Priority,High DTI,improve,insights,protect,"URGENT_DTI_REDUCTION, Homeownership_Ready",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 53.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",777,0.53,0.657901925,0.4851
user_084,Debt_Management_Priority,High DTI,improve,drivescore,protect,"URGENT_DTI_REDUCTION, Homeownership_Ready",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 43.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",684,0.43,0.65896285,0.47409999999999997
user_085,Mainstream,Good,improve,protect,credit_cards,Homeownership_Ready,STABLE_FINANCIAL_POSITION,Provide balanced financial content for users with decent financial health. Focus on practical advice and gradual improvement. Build on solid financial foundation.,783,0.27,0.718749205,0.4512999999999999
user_086,Premium_Moderate,Excellent,credit_cards,loans,drivescore,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,Offer premium content with clear value propositions. Balance wealth building with practical financial advice. Leverage high financial health score: 0.90.,1000,0.0,0.901214885,0.29079999999999995
user_087,Debt_Management_Priority,High DTI,insights,improve,protect,"URGENT_DTI_REDUCTION, Homeownership_Ready",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 44.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",789,0.44,0.66727137,0.5588
user_088,Debt_Management_Priority,High DTI,improve,drivescore,insights,"URGENT_DTI_REDUCTION, Credit_Repair, Payment_Management",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 56.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",630,0.56,0.587013735,0.6551
user_089,Debt_Management_Priority,High DTI,insights,improve,protect,"URGENT_DTI_REDUCTION, Credit_Repair, Payment_Management",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 44.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",519,0.44,0.580927955,0.4799
user_090,Debt_Management_Priority,High DTI,insights,improve,drivescore,"URGENT_DTI_REDUCTION, Wealth_Building",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 58.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",815,0.58,0.70948048,0.6742999999999999
