user_id,enhanced_segment,financial_category,primary_recommendation,secondary_recommendation,tertiary_recommendation,financial_priorities,urgency_flags,strategy,credit_score,dti_ratio,financial_health_score,engagement_score
user_027,Activation_Needed,Good,improve,insights,protect,Homeownership_Ready,STABLE_FINANCIAL_POSITION,Basic financial education and engagement building. Start with simple concepts and gradually increase complexity. Build financial awareness.,925,0.31,0.772289455,-0.5845838529892939
user_028,Debt_Management_Priority,Fair,improve,insights,protect,"URGENT_DTI_REDUCTION, Credit_Repair, Legal_Financial_Issues",LEGAL_ACTION,"🚨 CRITICAL: DTI 51.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",601,0.51,0.49768472999999996,-0.8335832683455076
user_029,Activation_Needed,Good,credit_cards,protect,insights,"Wealth_Building, Homeownership_Ready",STABLE_FINANCIAL_POSITION,Basic financial education and engagement building. Start with simple concepts and gradually increase complexity. Build financial awareness.,864,0.21,0.771152615,-0.6281761862064007
user_030,Activation_Needed,Good,credit_cards,improve,protect,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,Basic financial education and engagement building. Start with simple concepts and gradually increase complexity. Build financial awareness.,856,0.27,0.7617260950000001,-0.4790457583225231
user_031,Debt_Management_Priority,Good,insights,drivescore,improve,"URGENT_DTI_REDUCTION, Homeownership_Ready",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 54.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",772,0.54,0.65607181,-0.7687916980572249
user_032,Activation_Needed,Good,improve,insights,credit_cards,Homeownership_Ready,STABLE_FINANCIAL_POSITION,Basic financial education and engagement building. Start with simple concepts and gradually increase complexity. Build financial awareness.,941,0.27,0.799098955,-0.36996386329582265
user_033,Activation_Needed,Excellent,loans,improve,drivescore,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,Basic financial education and engagement building. Start with simple concepts and gradually increase complexity. Build financial awareness.,900,0.19,0.8215125900000001,-0.7662540180080664
user_034,Activation_Needed,Good,improve,drivescore,insights,Homeownership_Ready,STABLE_FINANCIAL_POSITION,Basic financial education and engagement building. Start with simple concepts and gradually increase complexity. Build financial awareness.,919,0.38,0.744120255,-0.729447060203207
user_035,Activation_Needed,Excellent,improve,protect,loans,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,Basic financial education and engagement building. Start with simple concepts and gradually increase complexity. Build financial awareness.,917,0.16,0.812381625,-0.7363226468181628
user_036,Debt_Management_Priority,Fair,insights,loans,protect,"URGENT_DTI_REDUCTION, Debt_Reduction",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 69.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",680,0.69,0.57762998,-0.5005176552477576
user_037,Activation_Needed,Excellent,drivescore,improve,insights,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,Basic financial education and engagement building. Start with simple concepts and gradually increase complexity. Build financial awareness.,1000,0.09,0.895772245,-0.6157915964086652
user_038,Payment_Recovery_Priority,Fair,improve,insights,drivescore,"URGENT_PAYMENT_MANAGEMENT, Homeownership_Ready",STABLE_FINANCIAL_POSITION,"🚨 PAYMENT ISSUES: 2 missed payments detected - URGENT payment management required. Focus on payment scheduling, budgeting, automatic payments, and credit repair strategies. Address payment history immediately.",668,0.59,0.60514361,-0.5960480727818682
user_039,Debt_Management_Priority,Good,improve,drivescore,loans,URGENT_DTI_REDUCTION,STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 51.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",876,0.51,0.72008825,-0.492318738315886
user_040,Activation_Needed,Good,loans,credit_cards,insights,Homeownership_Ready,STABLE_FINANCIAL_POSITION,Basic financial education and engagement building. Start with simple concepts and gradually increase complexity. Build financial awareness.,944,0.3,0.765008795,-0.7224575345771586
user_041,Payment_Recovery_Priority,Fair,improve,insights,drivescore,"URGENT_PAYMENT_MANAGEMENT, Credit_Repair, Payment_Management",STABLE_FINANCIAL_POSITION,"🚨 PAYMENT ISSUES: 3 missed payments detected - URGENT payment management required. Focus on payment scheduling, budgeting, automatic payments, and credit repair strategies. Address payment history immediately.",595,0.54,0.5627281249999999,-0.5993472658581455
user_042,Activation_Needed,Good,loans,improve,insights,"Wealth_Building, Homeownership_Ready",STABLE_FINANCIAL_POSITION,Basic financial education and engagement building. Start with simple concepts and gradually increase complexity. Build financial awareness.,845,0.28,0.74758525,-0.7026591028399477
user_043,Activation_Needed,Fair,drivescore,improve,protect,Legal_Financial_Issues,LEGAL_ACTION,Basic financial education and engagement building. Start with simple concepts and gradually increase complexity. Build financial awareness.,745,0.36,0.645062295,-0.4492077557749811
user_044,Debt_Management_Priority,Fair,drivescore,insights,protect,"URGENT_DTI_REDUCTION, Debt_Reduction, Debt_Consolidation",HIGH_DEBT_BURDEN,"🚨 CRITICAL: DTI 87.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",746,0.87,0.54205262,-0.8479754784451989
user_045,Activation_Needed,Excellent,credit_cards,protect,drivescore,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,Basic financial education and engagement building. Start with simple concepts and gradually increase complexity. Build financial awareness.,952,0.29,0.81366756,-0.45299650152539617
user_046,Debt_Management_Priority,Good,improve,drivescore,protect,"URGENT_DTI_REDUCTION, Homeownership_Ready",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 54.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",754,0.54,0.660709,-0.6537908845716667
user_047,Payment_Recovery_Priority,Good,insights,drivescore,improve,URGENT_PAYMENT_MANAGEMENT,STABLE_FINANCIAL_POSITION,"🚨 PAYMENT ISSUES: 2 missed payments detected - URGENT payment management required. Focus on payment scheduling, budgeting, automatic payments, and credit repair strategies. Address payment history immediately.",797,0.28,0.735754315,-0.7861552312905374
user_048,Activation_Needed,Good,insights,drivescore,credit_cards,"Wealth_Building, Homeownership_Ready",STABLE_FINANCIAL_POSITION,Basic financial education and engagement building. Start with simple concepts and gradually increase complexity. Build financial awareness.,864,0.27,0.76744388,-0.721777951043568
user_049,Payment_Recovery_Priority,Good,protect,improve,drivescore,"URGENT_PAYMENT_MANAGEMENT, Homeownership_Ready",STABLE_FINANCIAL_POSITION,"🚨 PAYMENT ISSUES: 2 missed payments detected - URGENT payment management required. Focus on payment scheduling, budgeting, automatic payments, and credit repair strategies. Address payment history immediately.",771,0.29,0.6989258099999999,-0.5855372275706621
user_050,Activation_Needed,Good,improve,drivescore,credit_cards,Homeownership_Ready,STABLE_FINANCIAL_POSITION,Basic financial education and engagement building. Start with simple concepts and gradually increase complexity. Build financial awareness.,751,0.47,0.6880376,-0.6382848141895245
user_051,Payment_Recovery_Priority,Fair,protect,improve,drivescore,"URGENT_PAYMENT_MANAGEMENT, Credit_Repair, Debt_Reduction, Payment_Management",STABLE_FINANCIAL_POSITION,"🚨 PAYMENT ISSUES: 3 missed payments detected - URGENT payment management required. Focus on payment scheduling, budgeting, automatic payments, and credit repair strategies. Address payment history immediately.",524,0.78,0.45025691,-0.46117035748340773
user_052,Debt_Management_Priority,Good,improve,insights,protect,"URGENT_DTI_REDUCTION, Homeownership_Ready",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 51.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",763,0.51,0.66841288,-0.7231332111668044
user_053,Activation_Needed,Good,improve,credit_cards,drivescore,Homeownership_Ready,STABLE_FINANCIAL_POSITION,Basic financial education and engagement building. Start with simple concepts and gradually increase complexity. Build financial awareness.,932,0.31,0.767366935,-0.8680655616853732
user_054,Activation_Needed,Good,improve,loans,insights,Homeownership_Ready,STABLE_FINANCIAL_POSITION,Basic financial education and engagement building. Start with simple concepts and gradually increase complexity. Build financial awareness.,876,0.44,0.722970335,-0.6519787510849042
user_055,Activation_Needed,Excellent,protect,credit_cards,improve,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,Basic financial education and engagement building. Start with simple concepts and gradually increase complexity. Build financial awareness.,898,0.2,0.8174006300000001,-0.531954278168576
user_056,Debt_Management_Priority,Good,insights,drivescore,protect,"URGENT_DTI_REDUCTION, Homeownership_Ready",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 59.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",819,0.59,0.6640113449999999,-0.7912912871412232
user_057,Debt_Management_Priority,Fair,insights,improve,drivescore,"URGENT_DTI_REDUCTION, Debt_Reduction, Debt_Consolidation",HIGH_DEBT_BURDEN,"🚨 CRITICAL: DTI 82.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",697,0.82,0.5526721,-0.7838305668255439
user_058,Activation_Needed,Good,improve,protect,drivescore,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,Basic financial education and engagement building. Start with simple concepts and gradually increase complexity. Build financial awareness.,806,0.46,0.695910475,-0.7895410103085789
user_059,Activation_Needed,Good,protect,credit_cards,loans,Homeownership_Ready,STABLE_FINANCIAL_POSITION,Basic financial education and engagement building. Start with simple concepts and gradually increase complexity. Build financial awareness.,830,0.37,0.734976795,-0.5897405089167416
user_060,Debt_Management_Priority,Good,insights,improve,protect,"URGENT_DTI_REDUCTION, Wealth_Building",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 55.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",829,0.55,0.73791066,-0.7709393995346391
user_061,Activation_Needed,Excellent,insights,protect,credit_cards,Homeownership_Ready,STABLE_FINANCIAL_POSITION,Basic financial education and engagement building. Start with simple concepts and gradually increase complexity. Build financial awareness.,920,0.0,0.835836205,-0.7535967183530585
user_062,Payment_Recovery_Priority,Good,improve,insights,protect,"URGENT_PAYMENT_MANAGEMENT, Payment_Management, Homeownership_Ready",STABLE_FINANCIAL_POSITION,"🚨 PAYMENT ISSUES: 3 missed payments detected - URGENT payment management required. Focus on payment scheduling, budgeting, automatic payments, and credit repair strategies. Address payment history immediately.",760,0.0,0.729255365,-0.7831774571425332
user_063,Debt_Management_Priority,Fair,insights,drivescore,protect,"URGENT_DTI_REDUCTION, Debt_Reduction, Debt_Consolidation",HIGH_DEBT_BURDEN,"🚨 CRITICAL: DTI 89.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",747,0.89,0.609983735,-0.7815366648445023
user_064,Debt_Management_Priority,Fair,improve,drivescore,insights,"URGENT_DTI_REDUCTION, Debt_Reduction",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 64.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",697,0.64,0.56815666,-0.48619242607171104
user_065,Activation_Needed,Excellent,improve,insights,drivescore,Wealth_Building,STABLE_FINANCIAL_POSITION,Basic financial education and engagement building. Start with simple concepts and gradually increase complexity. Build financial awareness.,917,0.35,0.826098125,-0.6218109681886653
user_066,Debt_Management_Priority,Fair,improve,insights,drivescore,"URGENT_DTI_REDUCTION, Debt_Reduction",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 77.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",781,0.77,0.646062965,-0.34744600235918044
user_067,Activation_Needed,Good,improve,drivescore,insights,"Wealth_Building, Homeownership_Ready",STABLE_FINANCIAL_POSITION,Basic financial education and engagement building. Start with simple concepts and gradually increase complexity. Build financial awareness.,899,0.4,0.765636,-0.7751673240365016
user_068,Debt_Management_Priority,Fair,insights,drivescore,protect,"URGENT_DTI_REDUCTION, Legal_Financial_Issues",LEGAL_ACTION,"🚨 CRITICAL: DTI 60.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",683,0.6,0.52799593,-0.5531795712722544
user_069,Payment_Recovery_Priority,Fair,drivescore,improve,insights,"URGENT_PAYMENT_MANAGEMENT, Credit_Repair, Legal_Financial_Issues",LEGAL_ACTION,"🚨 PAYMENT ISSUES: 2 missed payments detected - URGENT payment management required. Focus on payment scheduling, budgeting, automatic payments, and credit repair strategies. Address payment history immediately.",529,0.42,0.531083685,-0.6970032357811122
user_070,Debt_Management_Priority,Good,improve,drivescore,protect,URGENT_DTI_REDUCTION,STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 57.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",772,0.57,0.6595919950000001,-0.5785392543923266
user_071,Activation_Needed,Good,insights,drivescore,protect,Homeownership_Ready,STABLE_FINANCIAL_POSITION,Basic financial education and engagement building. Start with simple concepts and gradually increase complexity. Build financial awareness.,857,0.45,0.72597508,-0.7640636470765763
user_072,Debt_Management_Priority,Fair,improve,insights,drivescore,"URGENT_DTI_REDUCTION, Debt_Reduction, Debt_Consolidation",HIGH_DEBT_BURDEN,"🚨 CRITICAL: DTI 96.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",718,0.96,0.5328545800000001,-0.7392393935275844
user_073,Activation_Needed,Good,protect,credit_cards,insights,Homeownership_Ready,STABLE_FINANCIAL_POSITION,Basic financial education and engagement building. Start with simple concepts and gradually increase complexity. Build financial awareness.,832,0.37,0.733537485,-0.8165311574763849
user_074,Activation_Needed,Good,protect,insights,improve,Homeownership_Ready,STABLE_FINANCIAL_POSITION,Basic financial education and engagement building. Start with simple concepts and gradually increase complexity. Build financial awareness.,920,0.38,0.7645566500000001,-0.7650217281093938
user_075,Activation_Needed,Excellent,protect,improve,insights,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,Basic financial education and engagement building. Start with simple concepts and gradually increase complexity. Build financial awareness.,977,0.18,0.867242725,-0.6242332102181485
user_076,Activation_Needed,Excellent,insights,drivescore,protect,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,Basic financial education and engagement building. Start with simple concepts and gradually increase complexity. Build financial awareness.,940,0.0,0.8829033700000001,-0.5586432450906261
user_077,Payment_Recovery_Priority,Good,improve,protect,insights,"URGENT_PAYMENT_MANAGEMENT, Payment_Management, Wealth_Building",STABLE_FINANCIAL_POSITION,"🚨 PAYMENT ISSUES: 3 missed payments detected - URGENT payment management required. Focus on payment scheduling, budgeting, automatic payments, and credit repair strategies. Address payment history immediately.",711,0.27,0.70739891,-0.5665190846631541
user_078,Payment_Recovery_Priority,Fair,insights,improve,protect,"URGENT_PAYMENT_MANAGEMENT, Credit_Repair, Debt_Reduction, Debt_Consolidation",HIGH_DEBT_BURDEN,"🚨 PAYMENT ISSUES: 2 missed payments detected - URGENT payment management required. Focus on payment scheduling, budgeting, automatic payments, and credit repair strategies. Address payment history immediately.",604,0.84,0.5092133050000001,-0.682925107955943
user_079,Payment_Recovery_Priority,Excellent,drivescore,credit_cards,improve,"URGENT_PAYMENT_MANAGEMENT, Wealth_Building",STABLE_FINANCIAL_POSITION,"🚨 PAYMENT ISSUES: 2 missed payments detected - URGENT payment management required. Focus on payment scheduling, budgeting, automatic payments, and credit repair strategies. Address payment history immediately.",833,0.1,0.80808523,-0.3072436867902738
user_080,Activation_Needed,Good,protect,insights,improve,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,Basic financial education and engagement building. Start with simple concepts and gradually increase complexity. Build financial awareness.,857,0.46,0.745030855,-0.5438866149223718
user_081,Payment_Recovery_Priority,Good,improve,insights,drivescore,"URGENT_PAYMENT_MANAGEMENT, Payment_Management, Homeownership_Ready",STABLE_FINANCIAL_POSITION,"🚨 PAYMENT ISSUES: 3 missed payments detected - URGENT payment management required. Focus on payment scheduling, budgeting, automatic payments, and credit repair strategies. Address payment history immediately.",697,0.27,0.6870718299999999,-0.736011556140187
user_082,Activation_Needed,Good,insights,drivescore,protect,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,Basic financial education and engagement building. Start with simple concepts and gradually increase complexity. Build financial awareness.,765,0.49,0.698017855,-0.30965872830108254
user_083,Debt_Management_Priority,Good,improve,insights,protect,"URGENT_DTI_REDUCTION, Homeownership_Ready",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 53.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",777,0.53,0.657901925,-0.5465827341314957
user_084,Payment_Recovery_Priority,Good,protect,improve,drivescore,"URGENT_PAYMENT_MANAGEMENT, Homeownership_Ready",STABLE_FINANCIAL_POSITION,"🚨 PAYMENT ISSUES: 2 missed payments detected - URGENT payment management required. Focus on payment scheduling, budgeting, automatic payments, and credit repair strategies. Address payment history immediately.",684,0.43,0.65896285,-0.5834068028872494
user_085,Payment_Recovery_Priority,Good,improve,protect,drivescore,"URGENT_PAYMENT_MANAGEMENT, Homeownership_Ready",STABLE_FINANCIAL_POSITION,"🚨 PAYMENT ISSUES: 2 missed payments detected - URGENT payment management required. Focus on payment scheduling, budgeting, automatic payments, and credit repair strategies. Address payment history immediately.",783,0.27,0.718749205,-0.7239088732563019
user_086,Activation_Needed,Excellent,credit_cards,loans,drivescore,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,Basic financial education and engagement building. Start with simple concepts and gradually increase complexity. Build financial awareness.,1000,0.0,0.901214885,-0.44291400928601915
user_087,Activation_Needed,Good,insights,protect,credit_cards,Homeownership_Ready,STABLE_FINANCIAL_POSITION,Basic financial education and engagement building. Start with simple concepts and gradually increase complexity. Build financial awareness.,789,0.44,0.66727137,-0.8134566349794263
user_088,Payment_Recovery_Priority,Fair,improve,protect,drivescore,"URGENT_PAYMENT_MANAGEMENT, Credit_Repair, Payment_Management",STABLE_FINANCIAL_POSITION,"🚨 PAYMENT ISSUES: 3 missed payments detected - URGENT payment management required. Focus on payment scheduling, budgeting, automatic payments, and credit repair strategies. Address payment history immediately.",630,0.56,0.587013735,-0.716012267763905
user_089,Payment_Recovery_Priority,Fair,insights,improve,protect,"URGENT_PAYMENT_MANAGEMENT, Credit_Repair, Payment_Management",STABLE_FINANCIAL_POSITION,"🚨 PAYMENT ISSUES: 4 missed payments detected - URGENT payment management required. Focus on payment scheduling, budgeting, automatic payments, and credit repair strategies. Address payment history immediately.",519,0.44,0.580927955,-0.7553163124129949
user_090,Debt_Management_Priority,Good,insights,improve,drivescore,"URGENT_DTI_REDUCTION, Wealth_Building",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 58.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",815,0.58,0.70948048,-0.6382422308673117
user_091,Payment_Recovery_Priority,Good,improve,insights,protect,"URGENT_PAYMENT_MANAGEMENT, Payment_Management",STABLE_FINANCIAL_POSITION,"🚨 PAYMENT ISSUES: 3 missed payments detected - URGENT payment management required. Focus on payment scheduling, budgeting, automatic payments, and credit repair strategies. Address payment history immediately.",734,0.26,0.713666165,-0.7318322545774623
user_092,Activation_Needed,Good,drivescore,credit_cards,improve,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,Basic financial education and engagement building. Start with simple concepts and gradually increase complexity. Build financial awareness.,882,0.34,0.765662685,-0.785709681235951
user_093,Activation_Needed,Good,insights,loans,protect,Homeownership_Ready,STABLE_FINANCIAL_POSITION,Basic financial education and engagement building. Start with simple concepts and gradually increase complexity. Build financial awareness.,803,0.43,0.684644595,-0.5258045698022306
