user_id,enhanced_segment,financial_category,primary_recommendation,secondary_recommendation,tertiary_recommendation,primary_ml_score,primary_hybrid_score,financial_priorities,urgency_flags,strategy,credit_score,dti_ratio,financial_health_score,engagement_score,recommendation_method
user_010,Payment_Recovery_Priority,Fair,protect,improve,insights,0.7344059526737058,0.7175247621389647,"URGENT_PAYMENT_MANAGEMENT, Credit_Repair, Debt_Reduction",STABLE_FINANCIAL_POSITION,🚨 PAYMENT ISSUES: 2 missed payments detected - URGENT payment management required. ML predictions adjusted for payment crisis.,614,0.73,0.54323526,0.4492,ML_Hybrid
user_011,Debt_Management_Priority,Poor,protect,improve,insights,0.9105647517797125,0.7684518014237701,"URGENT_DTI_REDUCTION, Credit_Repair, Debt_Reduction, Debt_Consolidation",HIGH_DEBT_BURDEN,🚨 CRITICAL: DTI 106.0% - URGENT debt reduction required. ML model recommends content with financial override priority.,591,1.06,0.44883397,0.5775999999999999,ML_Hybrid
user_012,Growth_Focused,Good,improve,protect,credit_cards,0.7718836431623121,0.7175069145298497,"Wealth_Building, Homeownership_Ready",STABLE_FINANCIAL_POSITION,Hybrid ML + growth strategy. ML predictions weighted with moderate financial complexity content. Current DTI: 0.36.,811,0.36,0.74799898,0.70905,ML_Hybrid
user_013,Growth_Focused,Good,improve,protect,drivescore,0.5133004087993055,0.5106403270394444,Homeownership_Ready,STABLE_FINANCIAL_POSITION,Hybrid ML + growth strategy. ML predictions weighted with moderate financial complexity content. Current DTI: 0.33.,921,0.33,0.76468994,0.5726500000000001,ML_Hybrid
user_014,Payment_Recovery_Priority,Poor,protect,improve,insights,0.9566372407041137,0.895309792563291,"URGENT_PAYMENT_MANAGEMENT, Credit_Repair, Debt_Reduction, Payment_Management, Debt_Consolidation","HIGH_DEBT_BURDEN, CRITICAL_CREDIT_SCORE",🚨 PAYMENT ISSUES: 4 missed payments detected - URGENT payment management required. ML predictions adjusted for payment crisis.,359,1.12,0.363508995,0.68355,ML_Hybrid
user_015,Mainstream,Good,improve,credit_cards,drivescore,0.7175720139314462,0.6740576111451569,"Legal_Financial_Issues, Wealth_Building, Homeownership_Ready",LEGAL_ACTION,ML-balanced content strategy for users with decent financial health. Machine learning predictions guide practical financial advice selection.,800,0.0,0.74360622,0.4331,ML_Hybrid
user_016,Mainstream,Good,protect,improve,drivescore,0.6801987746923216,0.6441590197538573,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,ML-balanced content strategy for users with decent financial health. Machine learning predictions guide practical financial advice selection.,898,0.43,0.741874045,0.49115,ML_Hybrid
user_017,Premium_Engaged,Excellent,improve,protect,drivescore,0.6477781635541388,0.618222530843311,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,ML-driven premium content strategy. Machine learning identified content preferences combined with wealth management focus. Credit score: 954.,954,0.27,0.822549785,0.5738000000000001,ML_Hybrid
user_018,Debt_Management_Priority,Fair,improve,protect,insights,0.5962169046241497,0.6729735236993197,"URGENT_DTI_REDUCTION, Debt_Reduction",STABLE_FINANCIAL_POSITION,🚨 CRITICAL: DTI 70.0% - URGENT debt reduction required. ML model recommends content with financial override priority.,683,0.7,0.5933736150000001,0.5504,ML_Hybrid
user_019,Mainstream,Good,protect,improve,drivescore,0.6218795512151833,0.5975036409721467,Homeownership_Ready,STABLE_FINANCIAL_POSITION,ML-balanced content strategy for users with decent financial health. Machine learning predictions guide practical financial advice selection.,800,0.42,0.66982985,0.47445,ML_Hybrid
user_020,Debt_Management_Priority,Fair,improve,protect,insights,0.572281712198745,0.653825369758996,"URGENT_DTI_REDUCTION, Debt_Reduction, Homeownership_Ready",STABLE_FINANCIAL_POSITION,🚨 CRITICAL: DTI 70.0% - URGENT debt reduction required. ML model recommends content with financial override priority.,732,0.7,0.635812185,0.45145,ML_Hybrid
user_021,Premium_Engaged,Excellent,protect,improve,drivescore,0.33226758949289636,0.4158140715943171,Wealth_Building,STABLE_FINANCIAL_POSITION,ML-driven premium content strategy. Machine learning identified content preferences combined with wealth management focus. Credit score: 972.,972,0.19,0.850566955,0.67235,ML_Hybrid
user_022,Payment_Recovery_Priority,Poor,protect,improve,insights,0.8192276505160467,0.7853821204128374,"URGENT_PAYMENT_MANAGEMENT, Credit_Repair, Payment_Management, Legal_Financial_Issues","CRITICAL_CREDIT_SCORE, LEGAL_ACTION",🚨 PAYMENT ISSUES: 3 missed payments detected - URGENT payment management required. ML predictions adjusted for payment crisis.,419,0.5,0.40947465499999997,0.44055,ML_Hybrid
user_023,Payment_Recovery_Priority,Good,protect,improve,insights,0.6679537884937444,0.6643630307949956,URGENT_PAYMENT_MANAGEMENT,STABLE_FINANCIAL_POSITION,🚨 PAYMENT ISSUES: 2 missed payments detected - URGENT payment management required. ML predictions adjusted for payment crisis.,810,0.3,0.71835674,0.42675,ML_Hybrid
user_024,Growth_Focused,Good,protect,improve,drivescore,0.6457984336910224,0.616638746952818,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,Hybrid ML + growth strategy. ML predictions weighted with moderate financial complexity content. Current DTI: 0.49.,878,0.49,0.7270447899999999,0.5186999999999999,ML_Hybrid
user_025,Growth_Focused,Fair,drivescore,protect,improve,0.5183703967528696,0.5146963174022957,Legal_Financial_Issues,LEGAL_ACTION,Hybrid ML + growth strategy. ML predictions weighted with moderate financial complexity content. Current DTI: 0.36.,761,0.36,0.61721773,0.5316,ML_Hybrid
user_026,Payment_Recovery_Priority,Good,improve,protect,insights,0.6074655653650219,0.6759724522920176,"URGENT_PAYMENT_MANAGEMENT, Payment_Management, Wealth_Building, Homeownership_Ready",STABLE_FINANCIAL_POSITION,🚨 PAYMENT ISSUES: 3 missed payments detected - URGENT payment management required. ML predictions adjusted for payment crisis.,714,0.18,0.721042585,0.38160000000000005,ML_Hybrid
user_027,Growth_Focused,Good,improve,protect,drivescore,0.5460996182024132,0.5368796945619305,Homeownership_Ready,STABLE_FINANCIAL_POSITION,Hybrid ML + growth strategy. ML predictions weighted with moderate financial complexity content. Current DTI: 0.31.,925,0.31,0.772289455,0.5765,ML_Hybrid
user_028,Debt_Management_Priority,Fair,improve,protect,drivescore,0.49852817960697476,0.5948225436855799,"URGENT_DTI_REDUCTION, Credit_Repair, Legal_Financial_Issues",LEGAL_ACTION,🚨 CRITICAL: DTI 51.0% - URGENT debt reduction required. ML model recommends content with financial override priority.,601,0.51,0.49768472999999996,0.6344000000000001,ML_Hybrid
user_029,Growth_Focused,Good,improve,protect,credit_cards,0.4950071463643623,0.4960057170914899,"Wealth_Building, Homeownership_Ready",STABLE_FINANCIAL_POSITION,Hybrid ML + growth strategy. ML predictions weighted with moderate financial complexity content. Current DTI: 0.21.,864,0.21,0.771152615,0.5594,ML_Hybrid
user_030,Mainstream,Good,improve,protect,loans,0.6065021823188371,0.5852017458550697,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,ML-balanced content strategy for users with decent financial health. Machine learning predictions guide practical financial advice selection.,856,0.27,0.7617260950000001,0.4236,ML_Hybrid
user_031,Debt_Management_Priority,Good,improve,protect,insights,0.7451021844925252,0.7920817475940203,"URGENT_DTI_REDUCTION, Homeownership_Ready",STABLE_FINANCIAL_POSITION,🚨 CRITICAL: DTI 54.0% - URGENT debt reduction required. ML model recommends content with financial override priority.,772,0.54,0.65607181,0.5753999999999999,ML_Hybrid
user_032,Mainstream,Good,improve,protect,drivescore,0.8087936466644106,0.7470349173315285,Homeownership_Ready,STABLE_FINANCIAL_POSITION,ML-balanced content strategy for users with decent financial health. Machine learning predictions guide practical financial advice selection.,941,0.27,0.799098955,0.34725,ML_Hybrid
user_033,Premium_Engaged,Excellent,improve,protect,credit_cards,0.8100869594827,0.7480695675861601,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,ML-driven premium content strategy. Machine learning identified content preferences combined with wealth management focus. Credit score: 900.,900,0.19,0.8215125900000001,0.5025999999999999,ML_Hybrid
user_034,Growth_Focused,Good,improve,protect,drivescore,0.733744257342035,0.686995405873628,Homeownership_Ready,STABLE_FINANCIAL_POSITION,Hybrid ML + growth strategy. ML predictions weighted with moderate financial complexity content. Current DTI: 0.38.,919,0.38,0.744120255,0.5219499999999999,ML_Hybrid
user_035,Premium_Engaged,Excellent,improve,protect,credit_cards,0.8329765057120392,0.7663812045696313,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,ML-driven premium content strategy. Machine learning identified content preferences combined with wealth management focus. Credit score: 917.,917,0.16,0.812381625,0.55905,ML_Hybrid
user_036,Debt_Management_Priority,Fair,protect,improve,insights,0.8306638584731357,0.7045310867785086,"URGENT_DTI_REDUCTION, Debt_Reduction",STABLE_FINANCIAL_POSITION,🚨 CRITICAL: DTI 69.0% - URGENT debt reduction required. ML model recommends content with financial override priority.,680,0.69,0.57762998,0.32075,ML_Hybrid
user_037,Premium_Moderate,Excellent,improve,protect,drivescore,0.7852182799456316,0.7281746239565053,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,ML premium content recommendations with clear value propositions. Algorithmic content selection balanced with wealth building advice.,1000,0.09,0.895772245,0.49085,ML_Hybrid
user_038,Payment_Recovery_Priority,Fair,improve,protect,insights,0.5726876431191673,0.6481501144953339,"URGENT_PAYMENT_MANAGEMENT, Homeownership_Ready",STABLE_FINANCIAL_POSITION,🚨 PAYMENT ISSUES: 2 missed payments detected - URGENT payment management required. ML predictions adjusted for payment crisis.,668,0.59,0.60514361,0.43715,ML_Hybrid
user_039,Debt_Management_Priority,Good,protect,improve,drivescore,0.6285329452339291,0.5428263561871434,URGENT_DTI_REDUCTION,STABLE_FINANCIAL_POSITION,🚨 CRITICAL: DTI 51.0% - URGENT debt reduction required. ML model recommends content with financial override priority.,876,0.51,0.72008825,0.42390000000000005,ML_Hybrid
user_040,Growth_Focused,Good,improve,protect,drivescore,0.6995351698843099,0.6596281359074478,Homeownership_Ready,STABLE_FINANCIAL_POSITION,Hybrid ML + growth strategy. ML predictions weighted with moderate financial complexity content. Current DTI: 0.30.,944,0.3,0.765008795,0.565,ML_Hybrid
user_041,Payment_Recovery_Priority,Fair,protect,improve,insights,0.8110198640644214,0.7788158912515372,"URGENT_PAYMENT_MANAGEMENT, Credit_Repair, Payment_Management",STABLE_FINANCIAL_POSITION,🚨 PAYMENT ISSUES: 3 missed payments detected - URGENT payment management required. ML predictions adjusted for payment crisis.,595,0.54,0.5627281249999999,0.49695,ML_Hybrid
user_042,Growth_Focused,Good,improve,protect,credit_cards,0.5903044624515664,0.5722435699612531,"Wealth_Building, Homeownership_Ready",STABLE_FINANCIAL_POSITION,Hybrid ML + growth strategy. ML predictions weighted with moderate financial complexity content. Current DTI: 0.28.,845,0.28,0.74758525,0.51125,ML_Hybrid
user_043,Mainstream,Fair,improve,protect,drivescore,0.43582887246261737,0.44866309797009396,Legal_Financial_Issues,LEGAL_ACTION,ML-balanced content strategy for users with decent financial health. Machine learning predictions guide practical financial advice selection.,745,0.36,0.645062295,0.31320000000000003,ML_Hybrid
user_044,Debt_Management_Priority,Fair,protect,improve,drivescore,0.8145051384628945,0.6916041107703157,"URGENT_DTI_REDUCTION, Debt_Reduction, Debt_Consolidation",HIGH_DEBT_BURDEN,🚨 CRITICAL: DTI 87.0% - URGENT debt reduction required. ML model recommends content with financial override priority.,746,0.87,0.54205262,0.60345,ML_Hybrid
user_045,Premium_Engaged,Excellent,protect,improve,drivescore,0.2908418515157447,0.3826734812125958,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,ML-driven premium content strategy. Machine learning identified content preferences combined with wealth management focus. Credit score: 952.,952,0.29,0.81366756,0.57265,ML_Hybrid
user_046,Debt_Management_Priority,Good,improve,protect,insights,0.7140757054752568,0.7672605643802055,"URGENT_DTI_REDUCTION, Homeownership_Ready",STABLE_FINANCIAL_POSITION,🚨 CRITICAL: DTI 54.0% - URGENT debt reduction required. ML model recommends content with financial override priority.,754,0.54,0.660709,0.46675,ML_Hybrid
user_047,Payment_Recovery_Priority,Good,protect,improve,insights,0.6923719286377191,0.6838975429101753,URGENT_PAYMENT_MANAGEMENT,STABLE_FINANCIAL_POSITION,🚨 PAYMENT ISSUES: 2 missed payments detected - URGENT payment management required. ML predictions adjusted for payment crisis.,797,0.28,0.735754315,0.5031,ML_Hybrid
user_048,Growth_Focused,Good,improve,protect,credit_cards,0.7259116819813403,0.6807293455850723,"Wealth_Building, Homeownership_Ready",STABLE_FINANCIAL_POSITION,Hybrid ML + growth strategy. ML predictions weighted with moderate financial complexity content. Current DTI: 0.27.,864,0.27,0.76744388,0.5810500000000001,ML_Hybrid
user_049,Payment_Recovery_Priority,Good,protect,improve,insights,0.5525859812668654,0.5720687850134923,"URGENT_PAYMENT_MANAGEMENT, Homeownership_Ready",STABLE_FINANCIAL_POSITION,🚨 PAYMENT ISSUES: 2 missed payments detected - URGENT payment management required. ML predictions adjusted for payment crisis.,771,0.29,0.6989258099999999,0.46329999999999993,ML_Hybrid
user_050,Mainstream,Good,improve,protect,insights,0.7284806389962929,0.6827845111970343,Homeownership_Ready,STABLE_FINANCIAL_POSITION,ML-balanced content strategy for users with decent financial health. Machine learning predictions guide practical financial advice selection.,751,0.47,0.6880376,0.42715,ML_Hybrid
user_051,Payment_Recovery_Priority,Fair,protect,improve,insights,0.8761984381246197,0.8309587504996958,"URGENT_PAYMENT_MANAGEMENT, Credit_Repair, Debt_Reduction, Payment_Management",STABLE_FINANCIAL_POSITION,🚨 PAYMENT ISSUES: 3 missed payments detected - URGENT payment management required. ML predictions adjusted for payment crisis.,524,0.78,0.45025691,0.35005,ML_Hybrid
user_052,Debt_Management_Priority,Good,improve,protect,insights,0.6846100833736186,0.743688066698895,"URGENT_DTI_REDUCTION, Homeownership_Ready",STABLE_FINANCIAL_POSITION,🚨 CRITICAL: DTI 51.0% - URGENT debt reduction required. ML model recommends content with financial override priority.,763,0.51,0.66841288,0.6532499999999999,ML_Hybrid
user_053,Growth_Focused,Good,improve,protect,drivescore,0.8387590041103589,0.7710072032882871,Homeownership_Ready,STABLE_FINANCIAL_POSITION,Hybrid ML + growth strategy. ML predictions weighted with moderate financial complexity content. Current DTI: 0.31.,932,0.31,0.767366935,0.6658,ML_Hybrid
user_054,Growth_Focused,Good,improve,protect,drivescore,0.8318365161643456,0.7654692129314765,Homeownership_Ready,STABLE_FINANCIAL_POSITION,Hybrid ML + growth strategy. ML predictions weighted with moderate financial complexity content. Current DTI: 0.44.,876,0.44,0.722970335,0.5047499999999999,ML_Hybrid
user_055,Premium_Moderate,Excellent,improve,protect,credit_cards,0.7069387524583929,0.6655510019667144,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,ML premium content recommendations with clear value propositions. Algorithmic content selection balanced with wealth building advice.,898,0.2,0.8174006300000001,0.38855000000000006,ML_Hybrid
user_056,Debt_Management_Priority,Good,improve,protect,drivescore,0.5733346863956355,0.6546677491165084,"URGENT_DTI_REDUCTION, Homeownership_Ready",STABLE_FINANCIAL_POSITION,🚨 CRITICAL: DTI 59.0% - URGENT debt reduction required. ML model recommends content with financial override priority.,819,0.59,0.6640113449999999,0.7236499999999999,ML_Hybrid
user_057,Debt_Management_Priority,Fair,protect,improve,insights,0.8712409162368757,0.7369927329895006,"URGENT_DTI_REDUCTION, Debt_Reduction, Debt_Consolidation",HIGH_DEBT_BURDEN,🚨 CRITICAL: DTI 82.0% - URGENT debt reduction required. ML model recommends content with financial override priority.,697,0.82,0.5526721,0.55385,ML_Hybrid
user_058,Growth_Focused,Good,protect,improve,drivescore,0.7400461271250027,0.6920369017000022,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,Hybrid ML + growth strategy. ML predictions weighted with moderate financial complexity content. Current DTI: 0.46.,806,0.46,0.695910475,0.55905,ML_Hybrid
user_059,Growth_Focused,Good,improve,protect,insights,0.7015484233250606,0.6612387386600485,Homeownership_Ready,STABLE_FINANCIAL_POSITION,Hybrid ML + growth strategy. ML predictions weighted with moderate financial complexity content. Current DTI: 0.37.,830,0.37,0.734976795,0.5244,ML_Hybrid
user_060,Debt_Management_Priority,Good,improve,protect,insights,0.6463933960458778,0.7131147168367022,"URGENT_DTI_REDUCTION, Wealth_Building",STABLE_FINANCIAL_POSITION,🚨 CRITICAL: DTI 55.0% - URGENT debt reduction required. ML model recommends content with financial override priority.,829,0.55,0.73791066,0.5333,ML_Hybrid
user_061,Premium_Engaged,Excellent,improve,protect,credit_cards,0.905339718597374,0.8242717748778993,Homeownership_Ready,STABLE_FINANCIAL_POSITION,ML-driven premium content strategy. Machine learning identified content preferences combined with wealth management focus. Credit score: 920.,920,0.0,0.835836205,0.5493,ML_Hybrid
user_062,Payment_Recovery_Priority,Good,improve,protect,credit_cards,0.6187719118955336,0.6850175295164269,"URGENT_PAYMENT_MANAGEMENT, Payment_Management, Homeownership_Ready",STABLE_FINANCIAL_POSITION,🚨 PAYMENT ISSUES: 3 missed payments detected - URGENT payment management required. ML predictions adjusted for payment crisis.,760,0.0,0.729255365,0.62815,ML_Hybrid
user_063,Debt_Management_Priority,Fair,protect,improve,insights,0.7959754492249083,0.6767803593799266,"URGENT_DTI_REDUCTION, Debt_Reduction, Debt_Consolidation",HIGH_DEBT_BURDEN,🚨 CRITICAL: DTI 89.0% - URGENT debt reduction required. ML model recommends content with financial override priority.,747,0.89,0.609983735,0.54295,ML_Hybrid
user_064,Debt_Management_Priority,Fair,protect,improve,insights,0.7516198332432006,0.6412958665945605,"URGENT_DTI_REDUCTION, Debt_Reduction",STABLE_FINANCIAL_POSITION,🚨 CRITICAL: DTI 64.0% - URGENT debt reduction required. ML model recommends content with financial override priority.,697,0.64,0.56815666,0.38260000000000005,ML_Hybrid
user_065,Premium_Moderate,Excellent,improve,protect,insights,0.6740609016817836,0.6392487213454269,Wealth_Building,STABLE_FINANCIAL_POSITION,ML premium content recommendations with clear value propositions. Algorithmic content selection balanced with wealth building advice.,917,0.35,0.826098125,0.47335,ML_Hybrid
user_066,Debt_Management_Priority,Fair,protect,improve,insights,0.48494617759067205,0.42795694207253765,"URGENT_DTI_REDUCTION, Debt_Reduction",STABLE_FINANCIAL_POSITION,🚨 CRITICAL: DTI 77.0% - URGENT debt reduction required. ML model recommends content with financial override priority.,781,0.77,0.646062965,0.4682,ML_Hybrid
user_067,Growth_Focused,Good,improve,protect,insights,0.8672504044146099,0.793800323531688,"Wealth_Building, Homeownership_Ready",STABLE_FINANCIAL_POSITION,Hybrid ML + growth strategy. ML predictions weighted with moderate financial complexity content. Current DTI: 0.40.,899,0.4,0.765636,0.53715,ML_Hybrid
user_068,Debt_Management_Priority,Fair,protect,drivescore,improve,0.7452585637486965,0.6362068509989572,"URGENT_DTI_REDUCTION, Legal_Financial_Issues",LEGAL_ACTION,🚨 CRITICAL: DTI 60.0% - URGENT debt reduction required. ML model recommends content with financial override priority.,683,0.6,0.52799593,0.3462,ML_Hybrid
user_069,Payment_Recovery_Priority,Fair,protect,improve,credit_cards,0.6374431894575192,0.6399545515660154,"URGENT_PAYMENT_MANAGEMENT, Credit_Repair, Legal_Financial_Issues",LEGAL_ACTION,🚨 PAYMENT ISSUES: 2 missed payments detected - URGENT payment management required. ML predictions adjusted for payment crisis.,529,0.42,0.531083685,0.5853999999999999,ML_Hybrid
user_070,Debt_Management_Priority,Good,improve,protect,insights,0.3980231019497822,0.5144184815598258,URGENT_DTI_REDUCTION,STABLE_FINANCIAL_POSITION,🚨 CRITICAL: DTI 57.0% - URGENT debt reduction required. ML model recommends content with financial override priority.,772,0.57,0.6595919950000001,0.5142,ML_Hybrid
user_071,Growth_Focused,Good,improve,protect,drivescore,0.8360776021568508,0.7688620817254807,Homeownership_Ready,STABLE_FINANCIAL_POSITION,Hybrid ML + growth strategy. ML predictions weighted with moderate financial complexity content. Current DTI: 0.45.,857,0.45,0.72597508,0.5358499999999999,ML_Hybrid
user_072,Debt_Management_Priority,Fair,protect,improve,loans,0.7623599107871026,0.6498879286296821,"URGENT_DTI_REDUCTION, Debt_Reduction, Debt_Consolidation",HIGH_DEBT_BURDEN,🚨 CRITICAL: DTI 96.0% - URGENT debt reduction required. ML model recommends content with financial override priority.,718,0.96,0.5328545800000001,0.43834999999999996,ML_Hybrid
user_073,Growth_Focused,Good,improve,protect,credit_cards,0.8725763808816784,0.7980611047053427,Homeownership_Ready,STABLE_FINANCIAL_POSITION,Hybrid ML + growth strategy. ML predictions weighted with moderate financial complexity content. Current DTI: 0.37.,832,0.37,0.733537485,0.6409,ML_Hybrid
user_074,Mainstream,Good,improve,protect,drivescore,0.8986706690918244,0.8189365352734596,Homeownership_Ready,STABLE_FINANCIAL_POSITION,ML-balanced content strategy for users with decent financial health. Machine learning predictions guide practical financial advice selection.,920,0.38,0.7645566500000001,0.47945,ML_Hybrid
user_075,Premium_Moderate,Excellent,improve,protect,drivescore,0.7940768387522715,0.7352614710018173,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,ML premium content recommendations with clear value propositions. Algorithmic content selection balanced with wealth building advice.,977,0.18,0.867242725,0.4315,ML_Hybrid
user_076,Premium_Moderate,Excellent,improve,protect,credit_cards,0.7443016725814501,0.6954413380651601,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,ML premium content recommendations with clear value propositions. Algorithmic content selection balanced with wealth building advice.,940,0.0,0.8829033700000001,0.45155,ML_Hybrid
user_077,Payment_Recovery_Priority,Good,protect,improve,insights,0.6307416764680579,0.6345933411744463,"URGENT_PAYMENT_MANAGEMENT, Payment_Management, Wealth_Building",STABLE_FINANCIAL_POSITION,🚨 PAYMENT ISSUES: 3 missed payments detected - URGENT payment management required. ML predictions adjusted for payment crisis.,711,0.27,0.70739891,0.56005,ML_Hybrid
user_078,Payment_Recovery_Priority,Fair,protect,improve,insights,0.7838337752228346,0.7570670201782678,"URGENT_PAYMENT_MANAGEMENT, Credit_Repair, Debt_Reduction, Debt_Consolidation",HIGH_DEBT_BURDEN,🚨 PAYMENT ISSUES: 2 missed payments detected - URGENT payment management required. ML predictions adjusted for payment crisis.,604,0.84,0.5092133050000001,0.4678,ML_Hybrid
user_079,Payment_Recovery_Priority,Excellent,protect,improve,insights,0.3331528257650279,0.39652226061202234,"URGENT_PAYMENT_MANAGEMENT, Wealth_Building",STABLE_FINANCIAL_POSITION,🚨 PAYMENT ISSUES: 2 missed payments detected - URGENT payment management required. ML predictions adjusted for payment crisis.,833,0.1,0.80808523,0.35764999999999997,ML_Hybrid
user_080,Mainstream,Good,protect,improve,drivescore,0.6704873793903491,0.6363899035122793,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,ML-balanced content strategy for users with decent financial health. Machine learning predictions guide practical financial advice selection.,857,0.46,0.745030855,0.3681,ML_Hybrid
user_081,Payment_Recovery_Priority,Good,improve,protect,credit_cards,0.8179276281314718,0.8443421025051774,"URGENT_PAYMENT_MANAGEMENT, Payment_Management, Homeownership_Ready",STABLE_FINANCIAL_POSITION,🚨 PAYMENT ISSUES: 3 missed payments detected - URGENT payment management required. ML predictions adjusted for payment crisis.,697,0.27,0.6870718299999999,0.54555,ML_Hybrid
user_082,Mainstream,Good,protect,improve,insights,0.6818787258102134,0.6455029806481707,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,ML-balanced content strategy for users with decent financial health. Machine learning predictions guide practical financial advice selection.,765,0.49,0.698017855,0.3021,ML_Hybrid
user_083,Debt_Management_Priority,Good,improve,protect,insights,0.6304530216047318,0.7003624172837855,"URGENT_DTI_REDUCTION, Homeownership_Ready",STABLE_FINANCIAL_POSITION,🚨 CRITICAL: DTI 53.0% - URGENT debt reduction required. ML model recommends content with financial override priority.,777,0.53,0.657901925,0.4851,ML_Hybrid
user_084,Payment_Recovery_Priority,Good,protect,improve,insights,0.685368262933104,0.6782946103464833,"URGENT_PAYMENT_MANAGEMENT, Homeownership_Ready",STABLE_FINANCIAL_POSITION,🚨 PAYMENT ISSUES: 2 missed payments detected - URGENT payment management required. ML predictions adjusted for payment crisis.,684,0.43,0.65896285,0.47409999999999997,ML_Hybrid
user_085,Payment_Recovery_Priority,Good,improve,protect,insights,0.7969889801344977,0.8275911841075982,"URGENT_PAYMENT_MANAGEMENT, Homeownership_Ready",STABLE_FINANCIAL_POSITION,🚨 PAYMENT ISSUES: 2 missed payments detected - URGENT payment management required. ML predictions adjusted for payment crisis.,783,0.27,0.718749205,0.4512999999999999,ML_Hybrid
user_086,Premium_Moderate,Excellent,improve,protect,drivescore,0.6657889147620482,0.6326311318096385,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,ML premium content recommendations with clear value propositions. Algorithmic content selection balanced with wealth building advice.,1000,0.0,0.901214885,0.29079999999999995,ML_Hybrid
