user_id,enhanced_segment,financial_category,primary_recommendation,secondary_recommendation,tertiary_recommendation,financial_priorities,urgency_flags,strategy,credit_score,dti_ratio,financial_health_score,engagement_score
user_018,Debt_Management_Priority,Fair,improve,insights,drivescore,"URGENT_DTI_REDUCTION, Debt_Reduction",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 70.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",683,0.7,0.5933736150000001,0.5895193510885267
user_019,Growth_Focused,Good,improve,insights,loans,Homeownership_Ready,STABLE_FINANCIAL_POSITION,Provide growth-oriented financial content with moderate complexity. Focus on building wealth and improving financial position. Current DTI: 0.42.,800,0.42,0.66982985,0.543590638994504
user_020,Debt_Management_Priority,Fair,insights,improve,drivescore,"URGENT_DTI_REDUCTION, Debt_Reduction, Homeownership_Ready",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 70.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",732,0.7,0.635812185,0.4600002065528441
user_021,Premium_Engaged,Excellent,drivescore,protect,improve,Wealth_Building,STABLE_FINANCIAL_POSITION,Offer premium wealth management and investment content. Focus on portfolio optimization and advanced financial strategies. Credit score: 972.,972,0.19,0.850566955,0.7063477524184958
user_022,Payment_Recovery_Priority,Poor,improve,insights,drivescore,"URGENT_PAYMENT_MANAGEMENT, Credit_Repair, Payment_Management, Legal_Financial_Issues","CRITICAL_CREDIT_SCORE, LEGAL_ACTION","🚨 PAYMENT ISSUES: 3 missed payments detected - URGENT payment management required. Focus on payment scheduling, budgeting, automatic payments, and credit repair strategies. Address payment history immediately.",419,0.5,0.40947465499999997,0.5371900157933986
user_023,Payment_Recovery_Priority,Good,insights,drivescore,credit_cards,URGENT_PAYMENT_MANAGEMENT,STABLE_FINANCIAL_POSITION,"🚨 PAYMENT ISSUES: 2 missed payments detected - URGENT payment management required. Focus on payment scheduling, budgeting, automatic payments, and credit repair strategies. Address payment history immediately.",810,0.3,0.71835674,0.475671519132652
user_024,Growth_Focused,Good,improve,insights,protect,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,Provide growth-oriented financial content with moderate complexity. Focus on building wealth and improving financial position. Current DTI: 0.49.,878,0.49,0.7270447899999999,0.5362863335732437
user_025,Growth_Focused,Fair,drivescore,protect,improve,Legal_Financial_Issues,LEGAL_ACTION,Provide growth-oriented financial content with moderate complexity. Focus on building wealth and improving financial position. Current DTI: 0.36.,761,0.36,0.61721773,0.532237893661281
user_026,Payment_Recovery_Priority,Good,improve,insights,drivescore,"URGENT_PAYMENT_MANAGEMENT, Payment_Management, Wealth_Building, Homeownership_Ready",STABLE_FINANCIAL_POSITION,"🚨 PAYMENT ISSUES: 3 missed payments detected - URGENT payment management required. Focus on payment scheduling, budgeting, automatic payments, and credit repair strategies. Address payment history immediately.",714,0.18,0.721042585,0.4436820222625628
user_027,Growth_Focused,Good,improve,insights,protect,Homeownership_Ready,STABLE_FINANCIAL_POSITION,Provide growth-oriented financial content with moderate complexity. Focus on building wealth and improving financial position. Current DTI: 0.31.,925,0.31,0.772289455,0.5687166743214083
user_028,Debt_Management_Priority,Fair,improve,insights,protect,"URGENT_DTI_REDUCTION, Credit_Repair, Legal_Financial_Issues",LEGAL_ACTION,"🚨 CRITICAL: DTI 51.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",601,0.51,0.49768472999999996,0.7142791604779135
user_029,Growth_Focused,Good,credit_cards,protect,insights,"Wealth_Building, Homeownership_Ready",STABLE_FINANCIAL_POSITION,Provide growth-oriented financial content with moderate complexity. Focus on building wealth and improving financial position. Current DTI: 0.21.,864,0.21,0.771152615,0.6150056826152394
user_030,Mainstream,Good,credit_cards,improve,protect,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,Provide balanced financial content for users with decent financial health. Focus on practical advice and gradual improvement. Build on solid financial foundation.,856,0.27,0.7617260950000001,0.42001037321947027
user_031,Debt_Management_Priority,Good,insights,drivescore,improve,"URGENT_DTI_REDUCTION, Homeownership_Ready",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 54.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",772,0.54,0.65607181,0.6295610216388091
user_032,Mainstream,Good,improve,insights,credit_cards,Homeownership_Ready,STABLE_FINANCIAL_POSITION,Provide balanced financial content for users with decent financial health. Focus on practical advice and gradual improvement. Build on solid financial foundation.,941,0.27,0.799098955,0.3413699878720073
user_033,Premium_Engaged,Excellent,loans,improve,drivescore,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,Offer premium wealth management and investment content. Focus on portfolio optimization and advanced financial strategies. Credit score: 900.,900,0.19,0.8215125900000001,0.582160454586636
user_034,Growth_Focused,Good,improve,drivescore,insights,Homeownership_Ready,STABLE_FINANCIAL_POSITION,Provide growth-oriented financial content with moderate complexity. Focus on building wealth and improving financial position. Current DTI: 0.38.,919,0.38,0.744120255,0.5670953816710467
user_035,Premium_Engaged,Excellent,improve,protect,loans,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,Offer premium wealth management and investment content. Focus on portfolio optimization and advanced financial strategies. Credit score: 917.,917,0.16,0.812381625,0.5953716082123944
user_036,Debt_Management_Priority,Fair,insights,loans,protect,"URGENT_DTI_REDUCTION, Debt_Reduction",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 69.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",680,0.69,0.57762998,0.42115543472444705
user_037,Premium_Engaged,Excellent,drivescore,improve,insights,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,Offer premium wealth management and investment content. Focus on portfolio optimization and advanced financial strategies. Credit score: 1000.,1000,0.09,0.895772245,0.5629952556974236
user_038,Payment_Recovery_Priority,Fair,improve,insights,drivescore,"URGENT_PAYMENT_MANAGEMENT, Homeownership_Ready",STABLE_FINANCIAL_POSITION,"🚨 PAYMENT ISSUES: 2 missed payments detected - URGENT payment management required. Focus on payment scheduling, budgeting, automatic payments, and credit repair strategies. Address payment history immediately.",668,0.59,0.60514361,0.4900315444402905
user_039,Debt_Management_Priority,Good,improve,drivescore,loans,URGENT_DTI_REDUCTION,STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 51.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",876,0.51,0.72008825,0.5044206201082257
user_040,Growth_Focused,Good,loans,credit_cards,insights,Homeownership_Ready,STABLE_FINANCIAL_POSITION,Provide growth-oriented financial content with moderate complexity. Focus on building wealth and improving financial position. Current DTI: 0.30.,944,0.3,0.765008795,0.6384766595966489
user_041,Payment_Recovery_Priority,Fair,improve,insights,drivescore,"URGENT_PAYMENT_MANAGEMENT, Credit_Repair, Payment_Management",STABLE_FINANCIAL_POSITION,"🚨 PAYMENT ISSUES: 3 missed payments detected - URGENT payment management required. Focus on payment scheduling, budgeting, automatic payments, and credit repair strategies. Address payment history immediately.",595,0.54,0.5627281249999999,0.5050554942554384
user_042,Growth_Focused,Good,loans,improve,insights,"Wealth_Building, Homeownership_Ready",STABLE_FINANCIAL_POSITION,Provide growth-oriented financial content with moderate complexity. Focus on building wealth and improving financial position. Current DTI: 0.28.,845,0.28,0.74758525,0.5654411533066013
user_043,Mainstream,Fair,drivescore,improve,protect,Legal_Financial_Issues,LEGAL_ACTION,Provide balanced financial content for users with decent financial health. Focus on practical advice and gradual improvement. Build on solid financial foundation.,745,0.36,0.645062295,0.3537547254216028
user_044,Debt_Management_Priority,Fair,drivescore,insights,protect,"URGENT_DTI_REDUCTION, Debt_Reduction, Debt_Consolidation",HIGH_DEBT_BURDEN,"🚨 CRITICAL: DTI 87.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",746,0.87,0.54205262,0.7055461606484235
user_045,Premium_Engaged,Excellent,credit_cards,protect,drivescore,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,Offer premium wealth management and investment content. Focus on portfolio optimization and advanced financial strategies. Credit score: 952.,952,0.29,0.81366756,0.5436143693989715
user_046,Debt_Management_Priority,Good,improve,drivescore,protect,"URGENT_DTI_REDUCTION, Homeownership_Ready",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 54.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",754,0.54,0.660709,0.5015435740127004
user_047,Payment_Recovery_Priority,Good,insights,drivescore,improve,URGENT_PAYMENT_MANAGEMENT,STABLE_FINANCIAL_POSITION,"🚨 PAYMENT ISSUES: 2 missed payments detected - URGENT payment management required. Focus on payment scheduling, budgeting, automatic payments, and credit repair strategies. Address payment history immediately.",797,0.28,0.735754315,0.597161655133614
user_048,Growth_Focused,Good,insights,drivescore,credit_cards,"Wealth_Building, Homeownership_Ready",STABLE_FINANCIAL_POSITION,Provide growth-oriented financial content with moderate complexity. Focus on building wealth and improving financial position. Current DTI: 0.27.,864,0.27,0.76744388,0.5983949222591063
user_049,Payment_Recovery_Priority,Good,protect,improve,drivescore,"URGENT_PAYMENT_MANAGEMENT, Homeownership_Ready",STABLE_FINANCIAL_POSITION,"🚨 PAYMENT ISSUES: 2 missed payments detected - URGENT payment management required. Focus on payment scheduling, budgeting, automatic payments, and credit repair strategies. Address payment history immediately.",771,0.29,0.6989258099999999,0.5234361925615367
user_050,Growth_Focused,Good,improve,drivescore,credit_cards,Homeownership_Ready,STABLE_FINANCIAL_POSITION,Provide growth-oriented financial content with moderate complexity. Focus on building wealth and improving financial position. Current DTI: 0.47.,751,0.47,0.6880376,0.5149514759564322
user_051,Payment_Recovery_Priority,Fair,protect,improve,drivescore,"URGENT_PAYMENT_MANAGEMENT, Credit_Repair, Debt_Reduction, Payment_Management",STABLE_FINANCIAL_POSITION,"🚨 PAYMENT ISSUES: 3 missed payments detected - URGENT payment management required. Focus on payment scheduling, budgeting, automatic payments, and credit repair strategies. Address payment history immediately.",524,0.78,0.45025691,0.360820443010205
user_052,Debt_Management_Priority,Good,improve,insights,protect,"URGENT_DTI_REDUCTION, Homeownership_Ready",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 51.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",763,0.51,0.66841288,0.6693562952589367
user_053,Growth_Focused,Good,improve,credit_cards,drivescore,Homeownership_Ready,STABLE_FINANCIAL_POSITION,Provide growth-oriented financial content with moderate complexity. Focus on building wealth and improving financial position. Current DTI: 0.31.,932,0.31,0.767366935,0.7593664411482166
user_054,Growth_Focused,Good,improve,loans,insights,Homeownership_Ready,STABLE_FINANCIAL_POSITION,Provide growth-oriented financial content with moderate complexity. Focus on building wealth and improving financial position. Current DTI: 0.44.,876,0.44,0.722970335,0.5239704860375926
user_055,Premium_Moderate,Excellent,protect,credit_cards,improve,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,Offer premium content with clear value propositions. Balance wealth building with practical financial advice. Leverage high financial health score: 0.82.,898,0.2,0.8174006300000001,0.4619498400237471
user_056,Debt_Management_Priority,Good,insights,drivescore,protect,"URGENT_DTI_REDUCTION, Homeownership_Ready",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 59.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",819,0.59,0.6640113449999999,0.7388797301509984
user_057,Debt_Management_Priority,Fair,insights,improve,drivescore,"URGENT_DTI_REDUCTION, Debt_Reduction, Debt_Consolidation",HIGH_DEBT_BURDEN,"🚨 CRITICAL: DTI 82.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",697,0.82,0.5526721,0.6271838628883277
user_058,Growth_Focused,Good,improve,protect,drivescore,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,Provide growth-oriented financial content with moderate complexity. Focus on building wealth and improving financial position. Current DTI: 0.46.,806,0.46,0.695910475,0.6346505463114351
user_059,Growth_Focused,Good,protect,credit_cards,loans,Homeownership_Ready,STABLE_FINANCIAL_POSITION,Provide growth-oriented financial content with moderate complexity. Focus on building wealth and improving financial position. Current DTI: 0.37.,830,0.37,0.734976795,0.5647491595750926
user_060,Debt_Management_Priority,Good,insights,improve,protect,"URGENT_DTI_REDUCTION, Wealth_Building",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 55.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",829,0.55,0.73791066,0.6048177294693866
user_061,Premium_Engaged,Excellent,insights,protect,credit_cards,Homeownership_Ready,STABLE_FINANCIAL_POSITION,Offer premium wealth management and investment content. Focus on portfolio optimization and advanced financial strategies. Credit score: 920.,920,0.0,0.835836205,0.6516411448060799
user_062,Payment_Recovery_Priority,Good,improve,insights,protect,"URGENT_PAYMENT_MANAGEMENT, Payment_Management, Homeownership_Ready",STABLE_FINANCIAL_POSITION,"🚨 PAYMENT ISSUES: 3 missed payments detected - URGENT payment management required. Focus on payment scheduling, budgeting, automatic payments, and credit repair strategies. Address payment history immediately.",760,0.0,0.729255365,0.6731674683734774
user_063,Debt_Management_Priority,Fair,insights,drivescore,protect,"URGENT_DTI_REDUCTION, Debt_Reduction, Debt_Consolidation",HIGH_DEBT_BURDEN,"🚨 CRITICAL: DTI 89.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",747,0.89,0.609983735,0.6186741708218841
user_064,Debt_Management_Priority,Fair,improve,drivescore,insights,"URGENT_DTI_REDUCTION, Debt_Reduction",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 64.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",697,0.64,0.56815666,0.4492620770138875
user_065,Premium_Engaged,Excellent,improve,insights,drivescore,Wealth_Building,STABLE_FINANCIAL_POSITION,Offer premium wealth management and investment content. Focus on portfolio optimization and advanced financial strategies. Credit score: 917.,917,0.35,0.826098125,0.5068763642643791
user_066,Debt_Management_Priority,Fair,improve,insights,drivescore,"URGENT_DTI_REDUCTION, Debt_Reduction",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 77.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",781,0.77,0.646062965,0.42519851709213863
user_067,Growth_Focused,Good,improve,drivescore,insights,"Wealth_Building, Homeownership_Ready",STABLE_FINANCIAL_POSITION,Provide growth-oriented financial content with moderate complexity. Focus on building wealth and improving financial position. Current DTI: 0.40.,899,0.4,0.765636,0.6103459470038027
user_068,Debt_Management_Priority,Fair,insights,drivescore,protect,"URGENT_DTI_REDUCTION, Legal_Financial_Issues",LEGAL_ACTION,"🚨 CRITICAL: DTI 60.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",683,0.6,0.52799593,0.45113082290758516
user_069,Payment_Recovery_Priority,Fair,drivescore,improve,insights,"URGENT_PAYMENT_MANAGEMENT, Credit_Repair, Legal_Financial_Issues",LEGAL_ACTION,"🚨 PAYMENT ISSUES: 2 missed payments detected - URGENT payment management required. Focus on payment scheduling, budgeting, automatic payments, and credit repair strategies. Address payment history immediately.",529,0.42,0.531083685,0.6076385611385491
user_070,Debt_Management_Priority,Good,improve,drivescore,protect,URGENT_DTI_REDUCTION,STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 57.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",772,0.57,0.6595919950000001,0.5501029728605357
user_071,Growth_Focused,Good,insights,drivescore,protect,Homeownership_Ready,STABLE_FINANCIAL_POSITION,Provide growth-oriented financial content with moderate complexity. Focus on building wealth and improving financial position. Current DTI: 0.45.,857,0.45,0.72597508,0.6013376510391094
user_072,Debt_Management_Priority,Fair,improve,insights,drivescore,"URGENT_DTI_REDUCTION, Debt_Reduction, Debt_Consolidation",HIGH_DEBT_BURDEN,"🚨 CRITICAL: DTI 96.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",718,0.96,0.5328545800000001,0.5220411502816338
user_073,Growth_Focused,Good,protect,credit_cards,insights,Homeownership_Ready,STABLE_FINANCIAL_POSITION,Provide growth-oriented financial content with moderate complexity. Focus on building wealth and improving financial position. Current DTI: 0.37.,832,0.37,0.733537485,0.7057584519845067
user_074,Growth_Focused,Good,protect,insights,improve,Homeownership_Ready,STABLE_FINANCIAL_POSITION,Provide growth-oriented financial content with moderate complexity. Focus on building wealth and improving financial position. Current DTI: 0.38.,920,0.38,0.7645566500000001,0.566773417119516
user_075,Premium_Moderate,Excellent,protect,improve,insights,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,Offer premium content with clear value propositions. Balance wealth building with practical financial advice. Leverage high financial health score: 0.87.,977,0.18,0.867242725,0.48249204725952904
user_076,Premium_Moderate,Excellent,insights,drivescore,protect,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,Offer premium content with clear value propositions. Balance wealth building with practical financial advice. Leverage high financial health score: 0.88.,940,0.0,0.8829033700000001,0.4714295758206244
user_077,Payment_Recovery_Priority,Good,improve,protect,insights,"URGENT_PAYMENT_MANAGEMENT, Payment_Management, Wealth_Building",STABLE_FINANCIAL_POSITION,"🚨 PAYMENT ISSUES: 3 missed payments detected - URGENT payment management required. Focus on payment scheduling, budgeting, automatic payments, and credit repair strategies. Address payment history immediately.",711,0.27,0.70739891,0.5450961084925394
user_078,Payment_Recovery_Priority,Fair,insights,improve,protect,"URGENT_PAYMENT_MANAGEMENT, Credit_Repair, Debt_Reduction, Debt_Consolidation",HIGH_DEBT_BURDEN,"🚨 PAYMENT ISSUES: 2 missed payments detected - URGENT payment management required. Focus on payment scheduling, budgeting, automatic payments, and credit repair strategies. Address payment history immediately.",604,0.84,0.5092133050000001,0.5733208377159168
user_079,Payment_Recovery_Priority,Excellent,drivescore,credit_cards,improve,"URGENT_PAYMENT_MANAGEMENT, Wealth_Building",STABLE_FINANCIAL_POSITION,"🚨 PAYMENT ISSUES: 2 missed payments detected - URGENT payment management required. Focus on payment scheduling, budgeting, automatic payments, and credit repair strategies. Address payment history immediately.",833,0.1,0.80808523,0.3760082054292423
user_080,Mainstream,Good,protect,insights,improve,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,Provide balanced financial content for users with decent financial health. Focus on practical advice and gradual improvement. Build on solid financial foundation.,857,0.46,0.745030855,0.43315901310029503
user_081,Payment_Recovery_Priority,Good,improve,insights,drivescore,"URGENT_PAYMENT_MANAGEMENT, Payment_Management, Homeownership_Ready",STABLE_FINANCIAL_POSITION,"🚨 PAYMENT ISSUES: 3 missed payments detected - URGENT payment management required. Focus on payment scheduling, budgeting, automatic payments, and credit repair strategies. Address payment history immediately.",697,0.27,0.6870718299999999,0.5866993869888555
user_082,Mainstream,Good,insights,drivescore,protect,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,Provide balanced financial content for users with decent financial health. Focus on practical advice and gradual improvement. Build on solid financial foundation.,765,0.49,0.698017855,0.3182421407265641
user_083,Debt_Management_Priority,Good,improve,insights,protect,"URGENT_DTI_REDUCTION, Homeownership_Ready",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 53.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",777,0.53,0.657901925,0.5083182637042994
user_084,Payment_Recovery_Priority,Good,protect,improve,drivescore,"URGENT_PAYMENT_MANAGEMENT, Homeownership_Ready",STABLE_FINANCIAL_POSITION,"🚨 PAYMENT ISSUES: 2 missed payments detected - URGENT payment management required. Focus on payment scheduling, budgeting, automatic payments, and credit repair strategies. Address payment history immediately.",684,0.43,0.65896285,0.5038091356650618
user_085,Payment_Recovery_Priority,Good,improve,protect,drivescore,"URGENT_PAYMENT_MANAGEMENT, Homeownership_Ready",STABLE_FINANCIAL_POSITION,"🚨 PAYMENT ISSUES: 2 missed payments detected - URGENT payment management required. Focus on payment scheduling, budgeting, automatic payments, and credit repair strategies. Address payment history immediately.",783,0.27,0.718749205,0.5436335348223699
user_086,Premium_Moderate,Excellent,credit_cards,loans,drivescore,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,Offer premium content with clear value propositions. Balance wealth building with practical financial advice. Leverage high financial health score: 0.90.,1000,0.0,0.901214885,0.38471849357900445
user_087,Growth_Focused,Good,insights,protect,credit_cards,Homeownership_Ready,STABLE_FINANCIAL_POSITION,Provide growth-oriented financial content with moderate complexity. Focus on building wealth and improving financial position. Current DTI: 0.44.,789,0.44,0.66727137,0.6521456339191539
user_088,Payment_Recovery_Priority,Fair,improve,protect,drivescore,"URGENT_PAYMENT_MANAGEMENT, Credit_Repair, Payment_Management",STABLE_FINANCIAL_POSITION,"🚨 PAYMENT ISSUES: 3 missed payments detected - URGENT payment management required. Focus on payment scheduling, budgeting, automatic payments, and credit repair strategies. Address payment history immediately.",630,0.56,0.587013735,0.6404487400252253
user_089,Payment_Recovery_Priority,Fair,insights,improve,protect,"URGENT_PAYMENT_MANAGEMENT, Credit_Repair, Payment_Management",STABLE_FINANCIAL_POSITION,"🚨 PAYMENT ISSUES: 4 missed payments detected - URGENT payment management required. Focus on payment scheduling, budgeting, automatic payments, and credit repair strategies. Address payment history immediately.",519,0.44,0.580927955,0.5847002936494612
user_090,Debt_Management_Priority,Good,insights,improve,drivescore,"URGENT_DTI_REDUCTION, Wealth_Building",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 58.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",815,0.58,0.70948048,0.6942911669457514
user_091,Payment_Recovery_Priority,Good,improve,insights,protect,"URGENT_PAYMENT_MANAGEMENT, Payment_Management",STABLE_FINANCIAL_POSITION,"🚨 PAYMENT ISSUES: 3 missed payments detected - URGENT payment management required. Focus on payment scheduling, budgeting, automatic payments, and credit repair strategies. Address payment history immediately.",734,0.26,0.713666165,0.6087862629404417
